nanoplastics type,surface charge,nanoplastics shape,nanoplastics size(nm),nanoplastics dose(mg/g or mg/ml),adsorption of pollutant types,pollutant types,pollutants dose(mg/g or mg/ml),environmental media,photosynthetic organisms species,organisms category,organisms type,exposure time(day),Tem(¡æ),photosynthetic and biochemical indexes,index groups,nc,nt,avc,avt,sdc,sdt,study_id,year,effect_size,variance
PS,plain,sphere,100,0.01,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,18,25,chlb,Light Reaction,3,3,1.10913,0.77536,0.0739,0.02504,2,2024,-0.358569841,0.001828603
PS,carboxylated,sphere,100,0.001,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chlb,Light Reaction,4,4,0.67859,0.58773,0.001,0.05048,55,2024,-0.142827597,0.001846507
PVC,plain,sphere,537,0.25,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,1.45126,1.4075,0.09847,0.04376,50,2025,-0.031223261,0.001858041
PVC,plain,sphere,537,0.05,non,non,0,freshwater,Microcystis flos-aquae,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,1.45126,1.40124,0.09847,0.04377,50,2025,-0.035679266,0.001861076
PMMA,aminonted,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1086.55774,1032.09348,72.61902,36.3095,40,2024,-0.051963605,0.001902677
PMMA,aminonted,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,471.11157,454.77229,21.78571,27.23213,40,2024,-0.0350569,0.001909017
PS,plain,sphere,100,0.1,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,40,25,chlb,Light Reaction,3,3,1.54101,1.61359,0.07662,0.09276,53,2023,-0.046162228,0.001926568
PS,plain,sphere,100,0.05,non,non,0,freshwater,Nicotiana tabacum L.,Tobacco Plants,C3,7,24,Total chl,Light Reaction,3,3,1.70991,1.03425,0.10723,0.04457,22,2024,-0.503110138,0.001930968
PMMA,carboxylated,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,4,22,chla,Light Reaction,3,3,1480.5159,1438.75997,30.86309,105.29757,40,2024,-0.027788718,0.001931872
PS,carboxylated,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,786.64647,733.70852,33.57041,46.4821,40,2024,-0.06930171,0.001945978
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,1,20,chlb,Light Reaction,6,6,0.78801,0.80363,0.04404,0.07446,17,2022,-0.020083305,0.001952542
PS,plain,sphere,100,0.01,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,chla,Light Reaction,3,3,1.91678,1.72609,0.14018,0.03915,2,2024,-0.105593627,0.0019559
PS,plain,sphere,400,0.001,TBBPA(tetrabromobisphenol A),Endocrine Disrupting Compound (EDC),0.001,freshwater,S. obliquus,Algae & Microorganisms,Algae & Microorganisms,3,,carotenoids,Light Reaction,3,3,100,51.38111,0.001,3.94671,41,2025,-0.664916232,0.001968653
PS,plain,sphere,400,0.001,TBBPA(tetrabromobisphenol A),Endocrine Disrupting Compound (EDC),0.00025,freshwater,S. obliquus,Algae & Microorganisms,Algae & Microorganisms,3,,carotenoids,Light Reaction,3,3,100,42.98289,0.001,3.30422,41,2025,-0.843383149,0.001971755
PS,plain,sphere,207.3,0.02,CSNPs(Chitosan nanoparticles),Nanoparticle,0.05,freshwater,corn,Crops,C4,4,25,Total chl,Light Reaction,4,4,2.1316,1.64155,0.12809,0.1077,43,2025,-0.261145257,0.001979845
PMMA,aminonted,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,471.11157,434.80206,21.78571,27.23213,40,2024,-0.079906682,0.002021472
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,14,20,chlb,Light Reaction,6,6,0.49573,0.86048,0.04404,0.05606,17,2022,-0.551154964,0.002023914
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Fv/Fm,Light Reaction,4,4,0.81809,0.50914,0.05471,0.03065,43,2025,-0.474355367,0.002025108
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Fv/Fm,Light Reaction,4,4,0.81809,0.50914,0.05471,0.03065,43,2025,-0.474355367,0.002025108
PS,aminonted,sphere,50,0.008,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.7368,0.33678,0.004174242,0.026188608,24,2025,-0.781884121,0.002028361
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,chlb,Light Reaction,3,3,0.85332,0.63946,0.04571,0.03633,2,2024,-0.288450832,0.002033446
PS,plain,sphere,500,0.05,HHCB(Galaxolide),Personal Care Product (PPCP),0.00025,freshwater,Mirabilis jalapa L,Ornamental Plants,C3,28,25,chla,Light Reaction,4,4,1.13,1.16,0.1,0.02,21,2023,-0.025260597,0.002034102
PS,plain,sphere,100,0.001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,chla,Light Reaction,3,3,1.91678,1.98119,0.14018,0.05431,2,2024,0.032284816,0.002034923
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,10,20,chla,Light Reaction,6,6,1.64343,2.33101,0.16098,0.11958,17,2022,-0.348935857,0.002039137
PS,aminonted,sphere,200,0.025,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,136.19333,134.24993,8.88408,5.83018,36,2021,-0.014767068,0.00204824
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,7,20,chlb,Light Reaction,6,6,0.55138,0.83806,0.05366,0.04484,17,2022,-0.418114775,0.002056995
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,chlb,Light Reaction,4,4,9.32901,3.18508,0.72095,0.1519,43,2025,-1.075113722,0.002062953
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,8,25,chlb,Light Reaction,4,4,9.32901,3.18508,0.72095,0.1519,43,2025,-1.075113722,0.002062953
PS,plain,sphere,108.15,0.01,non,non,0,seawater,Prorocentrum donghaiense,Algae & Microorganisms,Algae & Microorganisms,20,,carotenoids,Light Reaction,3,3,1.00612,1.11934,0.02624,0.08361,20,2024,0.107454423,0.002088305
PMMA,carboxylated,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1077.48036,1068.40298,70.80354,47.20236,40,2024,-0.008854688,0.002091242
PS,aminonted,sphere,50,0.01,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,0.7368,0.28771,0.004174242,0.022776468,24,2025,-0.939324298,0.002101896
PS,plain,sphere,20,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,chla,Light Reaction,3,3,13.78332,16.24979,0.41712,1.19696,45,2025,0.165372482,0.002115558
PS,plain,sphere,100,0.01,TC(tetracycline),Antibiotic,0.01,freshwater,Chrysanthemum coronarium L.,Ornamental Plants,C3,7,25,rubisco activity,Calvin Cycle,3,3,45.01,79.3,1.01,6.06,13,2024,-0.567242822,0.002116356
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,chla,Light Reaction,3,3,3.99684,5.08577,0.26088,0.23252,23,2021,-0.240580714,0.002118141
PS,aminonted,sphere,50,0.005,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,qP,Light Reaction,3,3,0.79348,0.52437,0.035749529,0.034537093,24,2025,-0.413846094,0.00212392
PS,plain,sphere,200,0.001,BPA(bisphenol A),Endocrine Disrupting Compound (EDC),0.0025,freshwater,Scenedesmus obliquus,Algae & Microorganisms,Algae & Microorganisms,3,23,chla,Light Reaction,3,3,2.06494,3.19321,0.16468,0.02,4,2023,-0.434872025,0.002135371
PS,plain,sphere,100,0.05,non,non,0,freshwater,Nicotiana tabacum L.,Tobacco Plants,C3,7,24,chlb,Light Reaction,3,3,0.83851,0.40744,-0.06304,0.01205,22,2024,-0.722529075,0.002177435
PS,plain,sphere,256.8,0.01,As(arsenic),Heavy Metal (HM),0.001,freshwater,rice,Crops,C3,14,,Pn,Simultaneous Effect,5,5,11.13727,9.23076,0.69694,0.77182,46,2024,-0.187448219,0.002182725
PS,plain,sphere,50,0.02,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1329.74553,1444.19054,16.0223,116.7339,40,2024,0.083626109,0.002228595
PS,plain,sphere,100,0.05,non,non,0,soil,Medicago sativa L.,Crops,C3,30,,WUE,Simultaneous Effect,5,5,2.88616,2.31631,0.128216138,0.22170614,19,2024,-0.21923271,0.002228744
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,10,20,chla,Light Reaction,6,6,1.66183,2.33101,0.17246,0.11958,17,2022,-0.337704075,0.002235266
PS,plain,sphere,100,0.01,non,non,0,freshwater,Eichhornia crassipes,Aquatic & Wetland Plants,C3,21,25,chla,Light Reaction,3,3,1.73875,2.18063,0.06914,0.15684,37,2023,0.227046011,0.002253051
PS,plain,sphere,207.3,0.02,CSNPs(Chitosan nanoparticles),Nanoparticle,0.05,freshwater,corn,Crops,C4,4,25,chlb,Light Reaction,4,4,8.68061,6.89638,0.53731,0.49877,43,2025,-0.229920247,0.002266816
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,4,20,chla,Light Reaction,6,6,2.02344,2.27927,0.11494,0.23224,17,2022,-0.119652459,0.002269768
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,1,20,chla,Light Reaction,6,6,2.14529,2.19127,0.12644,0.22072,17,2022,-0.021762559,0.002271541
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,7,20,chla,Light Reaction,6,6,1.8366,2.33101,0.19086,0.12418,17,2022,-0.237722163,0.002274639
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,7,20,chla,Light Reaction,6,6,1.78831,2.33101,0.18626,0.12418,17,2022,-0.264363104,0.002282765
PS,plain,sphere,20,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.59358,2.50005,0.07876,0.19362,45,2025,-0.035882466,0.002308754
PS,plain,sphere,235,0.1,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Gs,Simultaneous Effect,3,3,0.40786,0.44944,0.029202377,0.019191123,51,2022,0.096527865,0.002318217
PS,plain,sphere,50,0.075,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.60179,2.52959,0.05086,0.20511,45,2025,-0.027110346,0.002321339
PS,plain,sphere,50,0.001,DEHP(di-(2-ethylhexyl) phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,7,20,chlb,Light Reaction,6,6,0.55899,0.83806,0.05926,0.04484,17,2022,-0.404260118,0.002352103
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,1,20,chla,Light Reaction,6,6,2.16253,2.19127,0.13796,0.22072,17,2022,-0.013708788,0.002370961
PMMA,carboxylated,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,708.93885,714.38528,54.46426,25.41665,40,2024,0.006880439,0.002391327
PS,aminonted,sphere,50,0.001,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,482.40117,518.6251,32.93085,26.34468,40,2024,0.072058587,0.002415038
PS,plain,sphere,100,0.01,non,non,0,freshwater,Nicotiana tabacum L.,Tobacco Plants,C3,7,24,chla,Light Reaction,3,3,0.78243,0.53537,-0.0649,0.0102,22,2024,-0.38053256,0.002417019
PS,plain,sphere,100,0.01,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chlb,Light Reaction,4,4,0.67859,0.39593,0.001,0.03894,55,2024,-0.537570852,0.002421683
PS,plain,sphere,100,0.01,non,non,0,freshwater,Nicotiana tabacum L.,Tobacco Plants,C3,7,24,chlb,Light Reaction,3,3,0.83851,0.51266,-0.06304,0.02086,22,2024,-0.492679737,0.002437872
PS,aminonted,sphere,100,0.001,non,non,0,freshwater,Sphagnum,Aquatic & Wetland Plants,C3,30,22,chlb,Light Reaction,4,4,0.67859,0.45217,0.001,0.04471,55,2024,-0.404737046,0.002447781
PMMA,aminonted,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,710.75433,699.86147,58.09521,18.15476,40,2024,-0.016445776,0.002453809
PS,plain,sphere,100,0.001,non,non,0,freshwater,Nicotiana tabacum L.,Tobacco Plants,C3,7,24,Gs,Simultaneous Effect,3,3,0.30216,0.44255,0.02402,0.01445,22,2024,0.380721239,0.002464107
PS,plain,sphere,100,0.01,DBP(di-n-butyl phthalate),Endocrine Disrupting Compound (EDC),0.05,freshwater,dandelion,Miscellaneous Plants,C3,14,25,Tr,Simultaneous Effect,3,3,1.91,1.55,0.11,0.1,35,2023,-0.208707388,0.002494616
PS,plain,sphere,50,0.025,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.60179,2.4738,0.05086,0.20839,45,2025,-0.049325231,0.002495575
PS,plain,sphere,235,0.05,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Gs,Simultaneous Effect,3,3,0.40786,0.49956,0.029202377,0.024404596,51,2022,0.202347085,0.002506095
PS,aminonted,sphere,200,0.1,non,non,0,freshwater,Chlorella vulgaris,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,136.19333,97.18663,8.88408,5.55256,36,2021,-0.33760743,0.002508034
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Total chl,Light Reaction,4,4,2.1316,1.11134,0.12809,0.08986,43,2025,-0.650940504,0.002538953
PS,plain,sphere,207.3,0.02,non,non,0,freshwater,corn,Crops,C4,4,25,Total chl,Light Reaction,4,4,2.1316,1.11134,0.12809,0.08986,43,2025,-0.650940504,0.002538953
PS,plain,sphere,235,0.01,non,non,0,freshwater,Triticum aestivum L.,Crops,C3,14,24,Gs,Simultaneous Effect,3,3,0.40786,0.51573,0.029202377,0.026015403,51,2022,0.234229088,0.00255882
PS,plain,sphere,100,0.1,non,non,0,freshwater,S. cereale,Crops,C3,7,22.5,carotenoids,Light Reaction,4,4,1.31053,1.25181,0.11744,0.05872,47,2025,-0.046569888,0.002559863
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,12,25,carotenoids,Light Reaction,3,3,1.51981,1.46193,0.05517,0.11694,2,2024,-0.037981065,0.002574423
PS,plain,sphere,75,0.01,non,non,0,freshwater,Brassica rapa L.,Crops,C3,2.75,25,chlb,Light Reaction,3,3,1.17771,0.83008,0.10331,0.00972,49,2022,-0.351064717,0.002613993
PS,plain,sphere,20,0.05,non,non,0,freshwater,Chlorella pyrenoidosa,Algae & Microorganisms,Algae & Microorganisms,19,25,carotenoids,Light Reaction,3,3,2.59358,2.83151,0.07876,0.23628,45,2025,0.088777839,0.002631246
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,3,25,chla,Light Reaction,3,3,6.2541,7.71451,0.24954,0.61818,23,2021,-0.210670577,0.002673493
PS,plain,sphere,75,0.001,non,non,0,freshwater,Brassica rapa L.,Crops,C3,2.75,25,chlb,Light Reaction,3,3,1.17771,0.80698,0.10331,0.01581,49,2022,-0.379246796,0.002696237
PS,plain,sphere,207.3,0.02,CSNPs(Chitosan nanoparticles),Nanoparticle,0.05,freshwater,corn,Crops,C4,4,25,Fv/Fm,Light Reaction,4,4,0.81809,0.65102,0.05471,0.05176,43,2025,-0.228200879,0.002700251
PS,plain,sphere,50,0.001,DBP(di-n-butyl phthalate),Endocrine Disrupting Compound (EDC),0.001,freshwater,corn,Crops,C4,14,20,chlb,Light Reaction,6,6,0.48892,0.86048,0.05366,0.05606,17,2022,-0.564641409,0.002717266
PS,plain,sphere,80,0.01,non,non,0,freshwater,Salvinia natans,Aquatic & Wetland Plants,C3,14,25,Total chl,Light Reaction,3,3,3.286,2.56,0.297,0.001,1,2024,-0.251025264,0.002726814
PS,plain,sphere,75,0.1,non,non,0,freshwater,Brassica rapa L.,Crops,C3,2.75,25,chlb,Light Reaction,3,3,1.17771,0.80091,0.10331,0.01823,49,2022,-0.386774722,0.002740998
PS,plain,sphere,80,0.02,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chla,Light Reaction,3,3,4.68978,5.09124,0.060171445,0.457538541,26,2023,-0.083454343,0.002750571
PS,plain,sphere,200,0.1,non,non,0,freshwater,Brassica napus L,Crops,C3,14,28,chla,Light Reaction,3,3,9.88702,4.44768,0.50846,0.33405,52,2025,-0.798340797,0.002764068
PS,plain,sphere,48.98,0.001,non,non,0,freshwater,rice,Crops,C3,7,,Ci,Calvin Cycle,3,3,353.09796,363.99441,2.66664,33.01122,3,2022,0.031754306,0.002764423
PS,aminonted,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,482.40117,467.9116,32.93085,28.32053,40,2024,-0.0306628,0.002776404
PS,carboxylated,sphere,50.61,0.01,non,non,0,freshwater,Chlorella sp.,Algae & Microorganisms,Algae & Microorganisms,2,24,chla,Light Reaction,3,3,2.23782,2.17639,0.12813,0.15509,15,2024,-0.027534687,0.002787475
PMMA,plain,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,2,22,chla,Light Reaction,3,3,699.86147,708.93885,56.27974,30.86308,40,2024,0.012124954,0.002789818
PS,plain,sphere,61.71,1,non,non,0,soil,Triticum aestivum L.,Crops,C3,14,27.5,Pn,Simultaneous Effect,4,4,17.89876,17.86328,1.27716,1.39542,27,2024,-0.001857887,0.002800399
PS,plain,sphere,100,0.001,pyrene,Polycyclic Aromatic Hydrocarbon (PAH),0.0005,soil,water spinach,Crops,C3,40,25,chlb,Light Reaction,3,3,1.29602,1.61359,0.09276,0.09276,53,2023,-0.218860486,0.002811202
PS,aminonted,sphere,50,0.05,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,482.40117,514.01479,32.93085,31.61361,40,2024,0.063329739,0.002816232
PS,plain,sphere,80,0.0005,PCB-52(polychlorinonted biphenyl-52),Persistent Organic Pollutant (POP),0.0001,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chla,Light Reaction,3,3,5.32586,5.09124,0.102364203,0.457538541,26,2023,0.043768318,0.002818844
PMMA,aminonted,sphere,50,0.005,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,3,22,chla,Light Reaction,3,3,1086.55774,1059.32561,72.61902,67.17259,40,2024,-0.025456485,0.002831241
PS,plain,sphere,80,0.0005,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chla,Light Reaction,3,3,5.09124,5.40233,0.457538541,0.114384635,26,2023,0.058037607,0.002845144
PS,plain,sphere,75,0.05,nonylphenol,Endocrine Disrupting Compound (EDC),0.004,freshwater,Dictyosphaerium sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,carotenoids,Light Reaction,3,3,0.63157,1.19673,0.002,0.1111,23,2021,-0.640574092,0.00288033
PS,plain,sphere,79.6,0.001,non,non,0,soil,corn,Crops,C4,15,25,Pn,Simultaneous Effect,5,5,11.23558,8.35172,0.798812924,0.813325005,38,2023,-0.296175131,0.002909992
PMMA,carboxylated,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,460.21872,456.58777,25.41665,34.49403,40,2024,-0.007478013,0.002921484
PS,plain,sphere,80,0.005,non,non,0,freshwater,Spirodela polyrhiza,Aquatic & Wetland Plants,C3,10,25,chla,Light Reaction,3,3,5.09124,5.37279,0.457538541,0.144487678,26,2023,0.052600408,0.002936795
PS,aminonted,sphere,50,0.001,non,non,0,freshwater,Navicula sp.,Algae & Microorganisms,Algae & Microorganisms,2,25,qP,Light Reaction,3,3,0.79348,0.70432,0.035749529,0.058110305,24,2025,-0.118399321,0.002948482
PS,aminonted,sphere,41.5,0.0005,non,non,0,freshwater,Synechococcus sp.,Algae & Microorganisms,Algae & Microorganisms,4,,Fv/Fm,Light Reaction,5,5,0.22547,0.2168,0.019990448,0.018000347,42,2025,-0.039308569,0.00295306
PS,plain,sphere,100,0.0001,non,non,0,freshwater,Haematococcus pluvialis,Algae & Microorganisms,Algae & Microorganisms,6,25,chla,Light Reaction,3,3,1.91678,1.87637,0.14018,0.11114,2,2024,-0.021614317,0.002954541
PS,plain,sphere,106,0.01,AgNPs(nanoAg),Nanoparticle,0.0001,freshwater,Willow,Aquatic & Wetland Plants,C3,28,29,chlb,Light Reaction,4,4,3.6576,4.31246,0.00654,0.47034,28,2023,-0.166187819,0.002979034
PS,plain,sphere,106,0.01,AgNPs(nanoAg),Nanoparticle,0.001,freshwater,Willow,Aquatic & Wetland Plants,C3,28,29,chlb,Light Reaction,4,4,3.11378,4.31246,0.0196,0.47034,28,2023,-0.327153039,0.00298814
PS,plain,sphere,100,0.1,As(arsenic),Heavy Metal (HM),0.075,freshwater,Chlamydomonas reinhardtii,Algae & Microorganisms,Algae & Microorganisms,3,25,Pn,Simultaneous Effect,3,3,1.1119,1.18969,0.06,0.09254,5,2021,-0.068145612,0.00298996
PS,aminonted,sphere,50,0.01,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,482.40117,600.2936,32.93085,40.17563,40,2024,0.218612655,0.003048724
PS,plain,sphere,100,0.001,non,non,0,freshwater,Nicotiana tabacum L.,Tobacco Plants,C3,7,24,chla,Light Reaction,3,3,0.78243,0.86725,-0.0649,0.04125,22,2024,0.102153189,0.003050416
PMMA,plain,sphere,50,0.5,non,non,0,seawater,Skeletonema costatum,Algae & Microorganisms,Algae & Microorganisms,1,22,chla,Light Reaction,3,3,458.40324,422.09373,14.52381,38.12499,40,2024,-0.081329419,0.003057814
PS,plain,sphere,106,0.001,non,non,0,freshwater,Willow,Aquatic & Wetland Plants,C3,28,29,chlb,Light Reaction,4,4,4.31246,3.29179,0.47034,0.06206,28,2023,-0.271519494,0.003067097
